ID	Sentence	Label
425	ê°ê²©ëë¹ êµ __ì¡°ì_ ë° __ì¢__ ê°__ _²­ ¸ë¦¬´ì_	1
426	__ê° ì¢ ¬í_	0
427	ë¶__ _¬´  ¨ì_¸ì_!	0
428	ë°°ì_ __ _¦½__	0
429	ê¹____ ë§¤ë_____	1
430	_¬´  ê°__ __ êµ¿êµ¿	1
431	ë¹_¥¸ë°°ì_ __¤ì_. ¤ë_ ì²¨ì_ë´¤ë_  ë°_¦¬ê³ ì¢__	1
432	ê°ê²©ëë¹ ì¢__ ¬ë¦¼ ë°__ ¼ì_´ì¡°	1
433	"_£¼, ê³_¬´¥ê_  ê±¸ê¸° ì¢__´ì_"	1
434	__ê° ë¹____ ....._¸° »ê¸°¤ë_ ¬ì_ ____	0
435	_¬´ ±ì_ê° __ ë§__´ì_ ê²__¼ë_ __ __	0
436	____ ë§__´ì_ ê² ê°____.	1
437	__ê° _£¼  ë¨¹ì___.	1
438	´ëê° ê°__ ì¢__	1
439	_¹´ë¡ __ __´ì_	1
440	_¾¸ __ê° __ ¬ì__¸° __´ì_	0
441	¸ë_ì§ __ ë¸__ ëª¨ë_ ë¶____	1
442	__  ë¶__ ¬ê¸° __ê³__ ±ì___.	1
443	ë°°ì_ ¼ì£¼¼ì_ ê±¸ë_´ì_	0
444	¬êµ¬ë§¤ì___. __©ì_ë¡ ¬ì___ __ ê±´ì¡°_ __ ì¢__. ê°__~	1
445	ë¹_¥´ê³ ì¢__	1
446	ê¸_°© ¨ì_¸ë_¤ì___	0
447	__ ¼ë_ê² ..___ __	0
448	ë°°ì_ _²­ _ë²__´ì_	0
449	"ì§ë¬ ¸ì_ __´ì_ __ ____¡ã_ __,"	0
450	ì¢_ __ ì¢_ ê°ê²©ì_ êµ¬ì___. ë°°ì_ ë¹¨ë_	1
451	ê¹__ë³´ì_ê³ ë³´ê¸°ì¢__	1
452	ë°°ì_ __ ì¢ ê±±ì_____ __ ë°__ __ ê´__ ê±±ì_ _µ¬ ¶ë_	1
453	ì¶____¶ì __	0
454	¬ë___ ë°__ ì° ë¶__ ì¢__ ¬ì_ê³ ê°__ ê¹¨ë_´ì_ ê°____	1
455	ì§ë¬¸ì___  ____.	0
456	ì¶©ì_ __ ¤ë_ê±¸ë¦°ê² ì¢ ____.	0
457	___¦¬ê° __ __ __ ____.	0
458	¸ì_ ____ ¥ë_ê°.. _¬´  __µë_.	0
459	ê°__! ¤ì_  ì£¼ë¬¸! ë§_¡±©ë_!	1
460	ë¬½ì ¸ì_¼ì_ _¡°__ ì¢ ____.	0
461	¸ì_ ¸ì_!	1
462	ë§__ ë­__ __ __ ì§±ì§±	1
463	_£¼ ë§__ ì¢__	1
464	¨ì_ ì²__ ì¼°ì_  __ê° _¬´ ¬í_ ê² __	0
465	ê½¤ë_ ë§_¡±__ °ê_ __ êµ!	1
466	"__ ì¢__, ë¬´ì_ë³´ë_ ë§¤ì_ ë°°ì_ ë¹¨ë_"	1
467	¸ë_ê° __ê³ ´ì__©´ £ê¸° ±ì_¤ì_!	1
468	ë°°ì_ ë³____.	0
469	°ë¦¬ ê°__ì§ê° _£¼  ë¨¹ì_~  __ê²__!	1
470	_¬´ ____ ¤ì_ ¬ê_¶ì ____.	0
471	ë³´ì_¥ì_ ê·¸ë_...	0
472	ì¢____. _·¹ ì¶__©ë_.	1
473	 ¬ì___ __ __ë³´ë_ ´í_~	1
474	ê¸_°© °ê_ ì¢  ´í_ë© ì¢__´ì_	0
475	ë°°ì_ ë¹_¥´ê³ ¼í_´ì_ ¬ì__¸° ì¢__	1
476	_£¼ ¬ë__ ¬ì_ì¤____	1
477	__ê° _²­ ë§__¤ì_´ì_	1
478	ë§¤ë_ ¬ì_ °ë_ ë¨¼ì _¦¼ __ __¥ë_ ì¢__!	1
479	_¬´ ½í_ ¤ë___	0
480	´í_ê³ __ ê¹____ ì±__ __ ¬ë___ ¬ì__¸° ì¢__	1
481	ê·¸ë_ °ë¥¸ __ ë¹__ ë¹__ __ì§ ëª¨ë¥´ê²__	0
482	_¡°ë²__ê° __´ì_ê° ë­_.. ê´__ ì°____	0
483	__ _¬´ ½í_ ë¬¼ê_ __	0
484	¬ì__©´ __ ë§__ ____	0
485	_³¸ ë§__ _!	1
486	__ ë§__ ¤ì_	1
487	ë§____ê° ë³____.	0
488	 ë¨¸ë¦¬ ì¥__ ë°__ ____ ê°ê²©ë_ __´ë³´ _¬´ ë¹__¤ì_	0
489	ê·¸ë_...ì±__ __ë³´ë_ ë§__ __ _°ë_ê° ´ì_ ë³__ ______	0
490	ê°__  ë²__ _ ë°_ ê± ë³´ë_ _¢°_ ¨ì_ì¡__	0
491	ì¢_ __ ê°ê²©ì_ ì¢__ ¸ë_©ë_	1
492	ë©___ ë°__ë°__  ´ì_ê³ ì¡°ë¦½ê³ ¤ì_ ¸í___.	1
493	__  £ì_ì£¼ì_ê³ __ ì¹____~	1
494	ë¶__°ë©´ ì°©ì_ê°__ ì¢__ ë§__¤ì_	1
495	¥ê¸° _£¼ ¬ì½¤°ë__µ¬ ê°ê²©ëë¹ ì¢__	1
496	ë¨¸ë¦¬  _¬»´ë_ê³ ¬ì__¸° ë¶__´ì_ ê°ê²©ë_  ë¹__	0
497	½ê_ ´í_ __ ¤ì_	0
498	_¬´ __ê³ __ __ë¡ ¬ì_ ê¹____ ____ _£¼ ì£¼ë¬¸´ì_ê²____	1
499	_ ë§_¡±__ ¬ì_ ì¤____.	1
500	¤í_¼ì___ êµ¬ì___ê² ë³´ë_ ¨ì_ ¸ê_ ì¢__	1
501	¥ì_ ¤ë_ê°ì§ __	0
502	ë°__ ì°©ì_ __ __ ½í_ì§ _ ë²__µë_.	0
503	ê°ê²©ë_ ì°©í_ê³ __ ì¢__	1
504	__ ì²´í_©ì_ë¡ ì¢____.	1
505	°ì_ê° __´ì_ _£¨ë§__ ë²__´ì_	0
506	__ __ë¡  __ _¸°  ì¢__!	1
507	__ ¸ì___¼ë_ êµ¬ë§¤__ ë§__ ¤ì_	1
508	¼êµ´ _¬´ __ê±°ë¦¬ê³ °ê __	0
509	¤í__´ì_ ê·¸ë_ì§  ë²_¤ì_.	0
510	ê°±ë_ ____	0
511	¸í_ê³ _¬´ ì¢__ __ __ê³ ê¸¸ì_ê°__ ____	1
512	ë¦¬ë_  __  _ê± ê°__	0
513	"__ê° __ __ê° ´ë_____´ì_ __,"	0
514	"ì´__ë°°ì_, ê¼¼ê¼¼ ¬ì_¼ë_  ë°__µë_."	1
515	´í_ê²  êµ¬ì_´ì_......ì¶__´ì_...ë²_°½__ê¸ ë°__ê²__.	1
516	ì¢____ __ ê¸ê³ ¬ì_ __ ì¢__	1
517	´ì_ë°°ì_ ì¹__ ë¹¨ë¦¬ __! ´ë_ì§ °ê_ __. __ê²__!	1
518	°ì_ê°__ __ë³´ë_  ë¶__¤ì_	0
519	ì£¼ë¬¸__ ë°°ë_ê¹_ _¬´ ê³__µë_¤ã_	1
520	ê¸¨ê ì¡°ê_  ì»¸ì_ë© ì¢__¤ì_	0
521	______. ´ë_.	1
522	 ¨ë³´ì§ë§ __ «ë_ê³ __©ë_	1
523	¤ë_ ê±´ê?? ë°_¦¼±ì_ ______ __ë¦¬ì __	0
524	_¸°ê°__ _¬´ ì¢__¤ì_!	1
525	__  ____ ¤ì_ë¡__ _¬´ __	0
526	°ì ¼ì£¼¼ë_ __ __´ì_.	0
527	êµ¬ë_ __ ê³³ì_ ____ ¸ê_ ____	1
528	ì¡°ë¦½_¸°ê° ë²_±°ë¡___	0
529	¨ë³´__ ì¢ ½í_¤ì_	0
530	ë³ __ ____	0
531	_£¼ êµ¿ì___!	1
532	ë³__ ¬ì__ __ __ë³´ë_ _¸° ë§__ ë¨¹ë_ ê² ê°__	0
533	ì¢__ ê¹__´ì_!	1
534	__ê² ë§__ ____	0
535	ì§__ __ __ ¿ì_ ë¬»ì___ __ ì§__	0
536	__ _¬´ ê½_ª¼¬ì_ ë¶__ ©ë_.	0
537	ê¸____ ì¹__ ½ê_ ë²_²¨ì§__.	0
538	ì¢_ ê°ê²©ì_ êµ¬ë§¤__!	1
539	__ ë³¸ì_ ¤ì_ __´ì_´ì_ ë²_±°ë¡_	0
540	¸ë_ ____	1
541	¨ë_ê°  __´ì_ ì¢__	1
542	ì¹__ __ __ì§ê° __ ¸í_ê³ __ê° _¬´ ë§__ ¤ì_ ´ì_	1
543	_¬´_¬´ ì¢__ °ë___!!	1
544	ì»¤ë_¥ë_ ì¢__ ¤ë___ __ ì¢__ ^^	1
545	ì´____ ì¢____.	1
546	 ´ì_ê² ì°_	1
547	 ê¹_ ____  ê² ê°__!	1
548	ë¬¼ê±´ê² __ë¡ ´ì_ ë³´ë___  ëª¨ì_ ë¶__ë°__´ì_	0
549	__¼ì_ ê·¸ë¦´  __	0
550	ë§__ ê¹____  ê°ì§ê³ __.	1
551	_©´´ëì§ ê°__ ì¢__	1
552	__ê³ ¨êì¡±ì_ ëª¨ë_ ¬ì_©ë_.	1
553	_¸°¤ì_ ¼ì_ _¸° __ ê² ê°__!	0
554	 ê°ê²©ì_ ê°±ë_ ë°__!	1
555	_£¨ë§__ ê³__¬ì___. ¬ì_¤ë___ ____. _³´ê³ _§¤__...	0
556	ê°ê²©ëë¹__ë³__¤ì_...	0
557	ê°ê²©ëë¹ ê²__ ë§_¡±ì¤____	1
558	ì»¬ì_ ¤ë_ê°ì§ __~^^	0
559	_©´  __ê³ ´ì_ ____. ë°°ì_ ë¹¨ë_ ì¢__	1
560	__ ê·¸ë_ __´ë_.  êµ¬ë§¤__ ê°__©ë_	1
561	½í_ê³ ë¶ì°  ëª¨ì_ë¦ ë¶ë¶____µë_.	0
562	¬ì_ __ ë° ´ì_ë¬ _£¼ __©ë_!!	1
563	____ ____.	0
564	°ì_ê° ê¸_°© __ì§__	0
565	 ¸ì_ê¸°ë_ __ __ê° __ __ ê±°ì_ __ì§ __´ì_	1
566	ë°_ ¸í_ê³ _£¼ ____ê³ __	1
567	ì¢__  °ê_ ____ ¤ì___ ë¶__	1
568	¸ì_ __ê³ ì§±ì_!	1
569	ê°ê²©ì_ _¬´ ¸ê_ ë°°ì_ ë¹¨ë_ ë§_¡±´ì_	1
570	ë¬¼ì_ê¸°ê __ ë³____. ê´__  ê² ê°__	0
571	"¥ì_ ì¢__ ê³, ë§_¡±©ë_ :)"	1
572	´ë_ê² ¸ê_   __ì¤ ëª°ë_¤ì_	1
573	¼í___ __ë°°ì_	1
574	ë°°ì_ __ ë¹¨ë_µë_! _¬¼__ ë°_ ¬ë_ ë§_¡±____	1
575	__¤ì_ __ __¤ì_ ë°__ì§ ê² ê°__!	1
576	__ _ ê¸°ê_ _²´ ±ë_ ê·¸ë_´ì_	0
577	 ë°__´ì_ ë§_¡±´ì___ __¸ì_ ê·¬ì_ ì¢__	1
578	__ë³´ë_ ë§__ ____.	0
579	ì»¤ë_ _ ê¸°ë_ë§__ __	0
580	½ê_ _±°´ê_ê°_¸° ©ë_¤ã_	0
581	__ ´ì_ __  °ê_ __	1
582	_°©¥ì_ ìµ____.	0
583	_ª¨ì° _ë¡ °ë_ _¬´ ì¢__!	1
584	__ê¸°í_ ¬í_ê² ì§§ì_!	0
585	ëª¨í_ê° ½í_ __ê° __ ê²½ì_ê° __	0
586	¹ì_ ì©__ ¬ë_ë¶__ ì¡°ì_´ì_ ¬ì_´ì_ ©ë_	0
587	ë°°ì_ ë¹_¥´ê³ __ ì±_²¨ì£¼ì_¤ì_ ê°__´ì_	1
588	__ ì¢__ ê°__ ¬ì__¸° ë¬´ë_ ê² ê°__!	1
589	__ ì±__ ë°__ë³´ì ëª»í_´ì_. ë°°ì_´ì_   __ ì§____!	0
590	__ ¬ê_´ì_	0
591	__ _¬´ ë¶¤í_ê³ ©ì²´__ __ ë¶¬ìê³ ë¹__©ë_.	0
592	ë¹¨ê_ ê°__©ë_	1
593	__ ´í_ ´ì_ê² ê¾¸ë_´ì_!!	1
594	ëª©ë_ì¹ ê³__  __ê³ ´ë___ ¤ë¦¬ ê³__ __ì§ê³ ë³____.	0
595	¼ë_ __ ë¹__ ë¶¼ê __ ì¢__	1
596	¸ì_ __´ì_ ì¢__	1
597	ê°ê²©ì_ ë¹____ ì¡°ì_ ¨ì_´ì_ ____	0
598	ê¹____ ê´_°®__	1
599	ì§____ __ _¬´ ì¢____~~	1
600	ë¶__ __ __	0
601	ë¬´ë___ê³ ê´_°®¤ì_	1
602	ë¶¬ì_ __..	0
603	 ¬ì_ì¤____	1
604	 __ë¦¬ê_ ¼ë£©¸ì_	0
605	ë°°ì_ ë¹_¥´ê³ __ ¬ì___ ì¢__	1
606	ì¶©ì_ ë¶__...ë°__´ì___ ê·ì°_ ë²__´ì_	0
607	´ì___ë³´ë_ì¤¬ë_.´ì_ê³ ë§___.	1
608	ê°ê² ë¹ ë³__´ê_  ë¶__ ê² ê°__	0
609	__ê° _£¼ ¬ë__´ì_~	1
610	__ __ê³ ì¢_ ë°_¦¼±ì_ ¹í_ ì¢__	1
611	¼í_©ì___ ë²__ _¬´ ¬í_ __ ëª»ì_ ê² ê°__.  __¤ì_	0
612	êµ¬ë_ __ __ µí_ ____	0
613	_¬´  °ë_¸ì_ ¤ë_ ê°ì§ê³ ì§ ëª»í_ ê² ê°____.	0
614	ê°ê²©ëë¹ ±ë_ ì¢__. ì´_³´_ °ì__¸° ì¢__.	1
615	__ê³  __µë_.	0
616	¸í___  ____ __ ¬ì_´ì_ ´ì_	0
617	__´ì_ _ ê°ê²©ì_ ¸ì_ ê·¸ë_ê²__..?	0
618	ë¦¬ë_ _³´ ë³´ì_¥ì_ ¨ì_ì§¤ì_	0
619	ìµ__´ì_ ¬ì_´ë_ __ ¤ë¥´ê³ ë¶__ __ ê² ë§__ __´ì_	0
620	_¬´ __!	0
621	ë¬¼ì_  __ _ ê±°ì_ __ê³ ë´__´ì_	0
622	__ ì§__ __	0
623	µë_ ì¸¡ì_ _ __ê³ __!	1
624	_ __ ´í___	1
625	ë°__´ê _¬´¬í_ê² ¨ì_¸ì_	0
626	ì§±í_ ë³__¸ë_ ©ë_	0
627	ë°_¦¼±ì_ ê·¸ìê·¸ë_~	0
628	ë§¤ì_ ë§¤ì_ ì¢__	1
629	 __¤ì_ ê·ê° ì²___ __ __	0
630	ê°ë° ´ë_ ë§__ _	1
631	__ë¶__..	0
632	__ë¡ ì¢__´ì_	1
633	__ê¸°í_ ë³´ë_ ¤ë_ __´ì_	0
634	__ ëª¨ë_ ¼ì___!!!	0
635	__ê° __¸ì_ __ ëª»ì_ê³ __	0
636	ì¾____ ì¢__ ê°__©ë_	1
637	ë°°ì_ ë¹_¥´ê³ __¤ì_ ì¢__	1
638	¸ê_  µë_ ì´__ ____ ê´_°®µë_.	1
639	__ê° __ ê±°ì___. ë¯¸ë_´ì_ ë§__¤ê_ ¬ë_¼ê_ ©ë_^^	1
640	_¬´ ´ë_ê³ __©ë_.	0
641	°ë¦¬ _¸°ê° ë§¤ì_ ë¨¹ë_ ê±°ì_ ë³  ë³´ê_ ë§__ ¤ì_	1
642	ì¢__ ê³__ °ê_ __	1
643	ë° ë¶ë¶__ ¤ë¦¬  ¸í_ê³ ´ì___.	1
644	"__, ë§__ ì²_¦¬ ê´_°®__"	1
645	__ì½ ´ì_ê³_¦¬ê° _¬´ ê·½ë_. ¸ì_´ê _¬´ ì¢____	1
646	ë°°ì_ ë¹_¥´ê³ __ ì¢__	1
647	__ ¬ì_ë°__ ¤ë___ __  ¤ë___!	0
648	¬ì_ ì¡°ê_ _²½ ì£¼ì_¼ë©´ ì¢__µë_.	0
649	ë°°ì_ì°©ì_ê° __ ____	0
650	ì§__ __ë³´ë_ _£¼ ¤ë_ ê°	1
651	¬í_´ì_ _¬´ ì¢__!	1
652	¬ì__¸° ¸í_ __~	1
653	ê¸°ë´ì_¼ë_ __ _¬´  _ ì¢__´ì_ ë§__ ´ì___~	1
654	êµ¬ë_	0
655	"ì£¼ë¬¸__ ¤ì_ _°©____! ë¹_¥¸ ë°°ì_ê°__©ë_~~~^^,"	1
656	__ ____	0
657	__ê³  ë¹__ ´ì_ê° __´ì_ ¨ê³¼ __!	0
658	¬ì__¸° ë¶__´ì_.	0
659	__ë³´ë_ __ ê² ê°__ __	0
660	__ë³´ë_ ´ì_ì§ê° __	0
661	__ ì°¨ë_ì§ _¬´ _	0
662	¸ê_  ë§__~~	1
663	__ __ ë§_¡±©ë_^^	1
664	ë°°ì_ ë¹_¥´ê³ __ __ ì¢__	1
665	"ë°__ë³´ë_ __ __ __ê³, _ ¤ë¥¸____."	0
666	__ ¸êµ¬¤ì_	0
667	__´ì_ ë°°ì_ë¹¨ë_µë_^^	1
668	__ ¬ì_ê³ ¬ë_  ë°_¥´ê³ __	0
669	ì¢__ ¬êµ¬ë§¤í_´ì_	1
670	¼ë_ __ ì§__  ì¢__	0
671	__ ½í_	0
672	¬ì__¸° ¸ë¦¬__ __¸ë_ ì¢__	1
673	_ ¬ë_ê±~~~ì¢__ ¬ê¸°ê° __ ¸ê_ ë°°ì_ ë¹¨ë_!!	1
674	__ ¨ë³´ __ __ë§__	0
675	ë§__ë³´ë_ ´í_ê²  êµ¬ì_ ê² ê°__!	1
676	_©´´ë_ __ê³ ¬ì__¸° _¬´ ¸í___!	1
677	_ _ª»°ë_ê±´ì °ë_ê³__ë© __ ê±¸ë_ ¡ã_	0
678	__ ì°!!  ë¶__ _¾¸ __ ë²_¦½__.	0
679	¼í_©ë_	1
680	¤ì_ ê¸°ë_ _¬´ ½í_	0
681	ê¸°ëë³´ë_ ¬ê¸°ê° __ ë³ ¨ì_ê°ì¹_ __	0
682	ì»¤ë_¥ì_ _ __	0
683	ê°±ë_ê° ì¢__	1
684	ë¹¨ë¦¬  __	1
685	ë²__ __ êµ¬ë§¤__~~____!!	1
686	ê°ë³__ __¤ì_	1
687	êµ¬í_ë¥ ¤ì_ê¸ __´ì_ __ë¥ êµ¬ì___.  __.	1
688	__ ë³´ë_¤ê___ __ë§ ë³´ë_¤ì_	0
689	ë¹_¥¸ê± ê°_ __.	0
690	ë¶__ __ ì§__ê°__	0
691	__ __ë¡  ë°__µë_.	1
692	__ ë³__¤ì_	0
693	¬ê¸° ¬ìë§__	0
694	__ ë¹¨ê___¤ì_~	1
695	ì¡°ê_ _·¹____	0
696	ì¢ ë¬´ê±°__ ¤ê_¤ë_ê¸°ë_ __ ê² ê°__!	0
697	 ê±´ê__ ëª»í_ ê± ë³´ë_ì£¼ì_ ê±¸ê_	0
698	__ê°  ê°ì§ê³ __ ¬ë__  ¬ë_¤ê_µë_	1
699	¨ê³¼ê° __ë´__	0
700	¼í_©ì_¤ì_~ ë°__ êµ¬ë_ __¸ì_	0
701	¼ëê° __©ë_	1
702	ê°±ë_ê° ì¢__ ë°°ì___ë¥´ê_ __ë¡ _£¼ ´ì_´ì_ê²__ ê°__©ë_	1
703	"ê°ê²©ëë¹ ì¢__, __ __´ì_  ë§__ ¤ì_"	1
704	±ë_ __ë³´ë_ ë³__ __.	0
705	 ë¶__ì§ê³ ì¢__	1
706	ë°°ì_ _¦° __  ì¢__ ê·¸ë_~	0
707	__ë³´ë_ ì»¤ë_ê°  __¤ì_	0
708	__ __ _¬´ __ __ __ë¡ ì§ ´ìì§ ____.	0
709	¨ë³´__  ¨ì_ì§¤ì_	0
710	_±°__ ´íë§__ ë¶¬ì_´ì_!	0
711	ë¹_¥¸ ë°°ì_ __ _°¬ ____  _~~  ë°__µë_	1
712	ë¬´ì_ ¤í_ì§ ê°__ ´í_ ë³´ì_ê³ ê°ê²©ì_ ë¹__ ë³__  ¶ì_	0
713	ë°°ì_ ë¹_¥´ê³ ë¬¼ê±´ __ __´ì_!	1
714	ê°__ ¨ê³¼  ëª¨ë¥´ê²__	0
715	½ê_ __ __ ë§_ ì±____~ ë§_ _³´ »ì_ ê°  ____	1
716	ê°__ °ê¸° ì¢__	1
717	´ë_ê² __ ë§__ ë¬»ì___ __ ì²__´ì_ ë­_ _ª» ë§__´ì_ ê² ê°__	0
718	ê°´ì_ ì¡°ê_ ë¶__©ë_.	0
719	êµ__ ì¹____ ´ì£¼__ ê°__´ì_	1
720	ê°__´ì_	1
721	__ ë§__? __ £ì_ __ ë¶ì¡±ì_ __	0
722	 ´ì_! ê°ë°©ë_ __ _¦¬_¸° __ ì¢__!	1
723	_¬¼©ì_ë¡  ´ì_!	1
724	__ ë§¤ì_ ë¶__ì¡±í___~~	0
725	__ ì¢__	1
726	¤ì_  ¸ë_	1
727	´ë_ __ì§¸ë_ êµ¬ë§¤´ì_ __ ì±__ì£¼ì_ê³ ì´__ë°°ì_ ì¢__´ì_	1
728	°ì_ê°  ____	0
729	ì¶©ì_   ©ë_	0
730	 ë¬¼í_ë§ 5ê°_§¸¤ì_. ¸í_ê³ ê·¬ì_ _¸° ì¢__´ì_	1
731	´ê±¸ë¡ ¬ë_ê°ì§ ____ °ê_ __ __ ¹í_ ¬ë_ë¦....	1
732	ê²½ì___ê³ ´ì_ê² ¬ë_ ë³´ë_  __´ì_	1
733	__ ì¢ _±±ê±°ë¦¬ ____.	0
734	ê²¬ê___ ¼í_´ì_ ë§__ ¤ì_	1
735	__ ì¢__ ë°°ì_ ë§_¡±´ì_.	1
736	__ __ ì¢__	1
737	ë³__ ___ê° __	0
738	ë°°ì___ë¶__ __  ì±__ ´ê_ ë­_ __	0
739	_¬´ __ë¦¬ê ë¯¸í___ __ê° ¤ì³¤µë_.	0
740	ê°ê²©ë_ ë¹__ê³ ¬ì_ì¦__ __ê³	0
741	ë°°ì_ ë¹_¥´ê³ ´í_ê³ ë°____ ¼í_´ì_	1
742	ë°__ ì¢__ ì§__ ì¢__ ë¬´ì_ë³´ë_ __ì§ê° __ ì¢__	1
743	ë°°ì_ ë¹_¥´ê³ ¬ì_ ë§__ __	1
744	ê¸_°© ì£½ì_	0
745	_¬´ë¦ ¼ì___¼ë_ ´ë___ë¡ ë°°ì__©´ ´ì_ê±°ì_?	0
746	__ ë§_¡±©ë_.	1
747	¨ë___ ë§__ì²_¦¬ ê¹¨ë_©ë_.	1
748	_£¼ ê±´ê_©ë_.	1
749	¬ì_ê¸°í_ _²­ ì§§ì_......	0
750	¸ì_ê° __ ë°__ ì§____ ë²_´ì_.	0
751	__ ì¢__ ë¹¨ë_	1
752	ê°ê²©ë_ ì¢__ ____ ê±°ë_ ì¢__	1
753	__ê¸°í_ ê¸¸ê_ __ ë°__ ì¢__	1
754	__ ì±__ ___ë¶__ ê²__ ì¢__. ë°°ì_ ë¹_¥´ê³ ì¢____~	1
755	ì£¼ë¬¸_±° ¤ë¥´¤ì_ _¦¬ë³__ ëª¨ì_ ë¦¬ë_	0
756	ì¢_ ì± __! ë§__ ë´¤ì_ë© ì¢__´ì_!	1
757	¬ìë§__ __ ìµ____.	0
758	"ë°°ì_ ë¹¨ë¦¬¤ê_, __ê¸°í_ __´ì_ ì¢__"	1
759	 ë°__ ______.	1
760	__ê° ê¸°ë_ë¦ __´ë_ ë¬´ì_ __©ë_	1
761	¤ë_ °ì_ê°  ____.	0
762	ê°µê¸° __  ____	0
763	__ ì¼´ì_ê° _¬´ ì»¤ì_ ë¶__´ì_	0
764	ê°ê²©ëë¹ ì¢____.	1
765	__ê° ì¢ ©ë_.	0
766	°ë___  °ê_ ____	1
767	__ê³ ì¢____.	1
768	¬ë_ ë§¤ë_ ¬ë_ êµ__ ê¹__°í_	1
769	__ë³´ë_ ´ë_ì§__  __¤ì_	0
770	ë°_¦¼ ì¢__  ¡ì_	1
771	__ë¦¬ê_ ¸ì_´ì_ __ê³ ____	1
772	ì¡°ì___ë¡ ì§__ê³ ê²__ ¬ë____.	1
773	__ ¤ë¥¸ _ ì¢__ë³´ë_ ì¢__!!	1
774	__ê¸°í_ ¤ë__±° êµ__´ë_ __ ë¶__ë¦½ë_!!	0
775	ë°°ì_ _²­ __¤ì_	0
776	ê·¸ë_ ë³__´ê_ ë©´ë_ ì¢_____.	0
777	ë§__ ë³____¤ã_	0
778	ë©°ì_ ì§_©´ __ ë³©ë_.	0
779	ë¼_ê° ½í_ ê¸_°© __ . ê°ê²©ëë¹ ê·¸ë¦¬ ì¢_ __	0
780	__ _£¼ ì¢____!	1
781	 ì§__ _¬´ __ ¬ì_	0
782	__ì°¨ê __ __	0
783	°ë¦¬ __ê° _¬´_¬´  ë¨¹ì_!	1
784	ê´_°®µë_ êµ¿êµ¿êµ ë°°ì_ ë¹_¥´ê³ ¸ì_!	1
785	__ _¬´_¬´ ____	1
786	ê³__¤ë_ì§ __	0
787	_¬¼__. ë§__ ¤ì___	1
788	êµ¬ì_ ì¢_ ê² ê°____!!	1
789	__ê° _²­ _¸° ´ì_	1
790	ìµ__´ë_ ¬ìë§__	0
791	´êµ¬±ì_ ì¢ ë³____.	0
792	ê²¨ì_´ë_ ê·¸ë_ _ë§ ____ê²_³´ ë³´ì_ ì¢__ __´ì_~	0
793	ê°__ __ ¬í___	0
794	__ ê·¸ë¦½ ì¢__	1
795	ë§¤ì_ë³´ë_ ´í_ê² µë_	1
796	ê°ê²©ì_ ´í_°ë_ _¦¬°ê ì¢__!	1
797	ì§__ë¥ _©´ ì§__ _¦°_µ­ _²¨ ë³__	0
798	¬ì_´ë_ êµ¬ì_ ë§_¡±´ì_ __ __ ì¢__.	1
799	_ ë§__ê³ ¶ì___ê±´ë_  ´ì_	1
800	__ê³ __	1
801	__ _²­ ë§__ ¤ë_ ¸ê±°ê°__	1
802	ì°©í_ ê°ê²©ì_  êµ¬ì_ ê² ê°____!	1
803	_¬´ ë¹__ ì¡°ê_ ´í_ì£¼ì_ë© ì¢__ê» _¬´ ë¹__¤ì_	0
804	¥ê¸° ì¢__ _ì¤  ¸í_ê² ¬ì_  __!	1
805	_©´ ê¹¨ìê³ _¦¬  ê¹¨ì_	0
806	____ ë°_¦¬ê³ ê°ë£¨ë_ë¦ ¬í_	0
807	_ êµ ì¹__ê¸ __!!	1
808	ê³__ __ ¬ì£¼ë¬¸í___	1
809	ì£¼ë¨¸__  ¤ì_ê° ¸í_	1
810	°ë_ê¸°ì___ ¤ë_ __ ¤ë_ ë²_¦¬ê² _²¼µë_.	0
811	´í_ê²  ¤ê_ __©ë_	1
812	´ì_ë§ ¤ì_ ´ë¬¼ì§__ _²­ ë§____.	0
813	ë³¼ë¥¨ì¡°ì_ ____	0
814	__ê³ ì¡°ë¦½_¸° ¸í_ê³ ¬ì_ì¦_ __ __´ì_	1
815	ê°ê²©ì_ ë¹__ ______	0
816	ì»¤ë_ê°  __¤ì_	0
817	__ ì¡°ê_ __ ê± ê°____¼í_	0
818	ì£¼ë¬¸  ____ __ __°ë_ ë°°ì_ __¤ì_	0
819	ì²_£¼__ __ ¥ì_ ©ë_ __ê±°ë¦¬ê¸°ê_ì§ ©ë_ ë³´ê___©ë_	0
820	__¤ì_ __ì¢__´ì_. ë°¤ì_ __ ____ê°__ _¸°__ê³ __	1
821	"__ë³´ë_ ë¶____. __ ____ ____.,"	0
822	ê°±ë_ê° _£¼ ì¢_ __ ê² ê°__	1
823	__ê° ë°__ë§__ °ì___ __ ì¦_±°__¤ì_	1
824	__ ¸ê_ ë¹_¥´ê³ ì¢__	1
825	¨ì_ _¦¬ê° ½ë_.	0
826	¸í_´ë___ __¤ì_	1
827	__ ____ ¬ì___ êµ¬ì_____ ì¢_ __ ê°__´ì_	1
828	__ ëª¨ë_ë°__ ±ì___	1
829	__´ì_ __ ì¢ ¼í___ ê² ê°__!	0
830	¬ì_ ê°__ë¡ __.	0
831	ê´_°®¤ì_ ____ 7ê°__ ë°°ë ê°ë¦  __ ì¢__	1
832	ê¸°ë__ ¤ë_´ë_ 5ê° ì£¼ë¬¸__ _°°ë¹ ì°©ë_ ¤ë_´ì_	0
